time,size
0.0,0.0
1.0,0.672
2.0,0.0
3.0,0.448
4.0,0.288
5.0,0.448
6.0,0.0
7.0,0.736
8.0,0.0
9.0,0.448
10.0,0.0
11.0,34.112
12.0,84.16
13.0,84.608
14.0,84.16
15.0,84.608
16.0,84.16
17.0,84.608
18.0,84.16
19.0,84.608
20.0,84.16
21.0,84.608
22.0,84.16
23.0,84.608
24.0,84.16
25.0,84.608
26.0,84.16
27.0,84.608
28.0,84.16
29.0,84.608
30.0,84.16
31.0,8.864
32.0,0.0
33.0,0.448
34.0,0.0
35.0,0.448
36.0,16.832
37.0,84.608
38.0,84.16
39.0,84.608
40.0,84.16
41.0,8.864
42.0,0.0
43.0,76.192
44.0,84.16
45.0,84.608
46.0,84.16
47.0,84.608
48.0,84.16
49.0,84.608
50.0,84.16
51.0,84.608
52.0,84.16
53.0,84.608
54.0,84.16
55.0,84.608
56.0,84.16
57.0,84.608
58.0,84.16
59.0,84.608
60.0,84.16
61.0,84.608
62.0,84.16
63.0,84.608
64.0,84.16
65.0,84.608
66.0,84.16
67.0,84.608
68.0,84.16
69.0,84.608
70.0,84.16
71.0,84.608
72.0,84.16
73.0,84.608
74.0,84.16
75.0,84.608
76.0,84.16
77.0,84.608
78.0,84.16
79.0,84.608
80.0,84.16
81.0,17.28
82.0,0.0
83.0,0.448
84.0,0.0
85.0,0.448
86.0,0.0
87.0,0.448
88.0,0.0
89.0,0.448
90.0,0.0
91.0,8.864
92.0,84.16
93.0,84.608
94.0,84.16
95.0,84.608
96.0,84.16
97.0,84.608
98.0,84.16
99.0,84.608
100.0,84.16
101.0,84.608
102.0,84.16
103.0,84.608
104.0,84.16
105.0,84.608
106.0,84.16
107.0,84.608
108.0,84.16
109.0,84.608
110.0,84.16
111.0,84.608
112.0,84.16
113.0,84.608
114.0,84.16
115.0,84.608
116.0,84.16
117.0,84.608
118.0,84.16
119.0,84.608
120.0,84.16
121.0,84.608
122.0,84.16
123.0,84.608
124.0,84.16
125.0,84.608
126.0,84.16
127.0,84.608
128.0,84.16
129.0,84.608
130.0,84.16
131.0,84.608
132.0,84.16
133.0,84.608
134.0,84.16
135.0,84.608
136.0,84.16
137.0,84.608
138.0,84.16
139.0,84.608
140.0,84.16
141.0,84.608
142.0,84.16
143.0,84.608
144.0,84.16
145.0,84.608
146.0,84.16
147.0,84.608
148.0,84.16
149.0,84.608
150.0,84.16
151.0,84.608
152.0,84.16
153.0,84.608
154.0,84.16
155.0,84.608
156.0,84.16
157.0,84.608
158.0,84.16
159.0,84.608
160.0,84.16
161.0,84.608
162.0,84.16
163.0,84.608
164.0,84.16
165.0,84.608
166.0,84.16
167.0,84.608
168.0,84.16
169.0,84.608
170.0,84.16
171.0,84.608
172.0,84.16
173.0,84.608
174.0,84.16
175.0,84.608
176.0,84.16
177.0,84.608
178.0,84.16
179.0,84.608
180.0,75.744
