10,0.044683129,4,N4S0,190.0.1.4,255.255.255.255,48,NetworkSendToLower,0,0,20,Data,IPPROTO_UDP,192,,0.0
68,0.876258685,4,N4S1,190.0.1.4,255.255.255.255,36,NetworkSendToLower,0,1,20,Control,IPPROTO_ICMP,192,,0.0
126,2.019674414,4,N4S2,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2,20,Data,IPPROTO_UDP,192,,0.0
228,3.876258685,4,N4S3,190.0.1.4,255.255.255.255,36,NetworkSendToLower,0,3,20,Control,IPPROTO_ICMP,192,,0.0
246,4.0656235,4,N4S4,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,4,20,Data,IPPROTO_UDP,192,,0.0
362,6.096852537,4,N4S5,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,5,20,Data,IPPROTO_UDP,192,,0.0
414,6.876258685,4,N4S6,190.0.1.4,255.255.255.255,36,NetworkSendToLower,0,6,20,Control,IPPROTO_ICMP,192,,0.0
484,8.104955273,4,N4S7,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,7,20,Data,IPPROTO_UDP,192,,0.0
568,10.035257189,4,N4S8,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,8,20,Data,IPPROTO_UDP,192,,0.0
788,12.038892873,4,N4S39,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,39,20,Data,IPPROTO_UDP,192,,0.0
1008,14.041229251,4,N4S80,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,80,20,Data,IPPROTO_UDP,192,,0.0
1252,16.063557894,4,N4S124,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,124,20,Data,IPPROTO_UDP,192,,0.0
1470,18.021491907,4,N4S165,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,165,20,Data,IPPROTO_UDP,192,,0.0
1688,20.01947762,4,N4S208,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,208,20,Data,IPPROTO_UDP,192,,0.0
1934,22.042473573,4,N4S250,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,250,20,Data,IPPROTO_UDP,192,,0.0
2154,24.033117186,4,N4S291,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,291,20,Data,IPPROTO_UDP,192,,0.0
2396,26.015550322,4,N4S332,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,332,20,Data,IPPROTO_UDP,192,,0.0
2616,28.071563586,4,N4S374,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,374,20,Data,IPPROTO_UDP,192,,0.0
2842,30.099840153,4,N4S416,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,416,20,Data,IPPROTO_UDP,192,,0.0
3078,32.064999744,4,N4S457,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,457,20,Data,IPPROTO_UDP,192,,0.0
3302,34.080267084,4,N4S498,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,498,20,Data,IPPROTO_UDP,192,,0.0
3546,36.06680486,4,N4S540,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,540,20,Data,IPPROTO_UDP,192,,0.0
3758,38.068538836,4,N4S581,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,581,20,Data,IPPROTO_UDP,192,,0.0
3972,40.058113961,4,N4S622,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,622,20,Data,IPPROTO_UDP,192,,0.0
4216,42.073870174,4,N4S663,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,663,20,Data,IPPROTO_UDP,192,,0.0
4431,44.009376846,4,N4S705,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,705,20,Data,IPPROTO_UDP,192,,0.0
4686,46.048977101,4,N4S747,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,747,20,Data,IPPROTO_UDP,192,,0.0
4909,48.105598687,4,N4S789,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,789,20,Data,IPPROTO_UDP,192,,0.0
5120,50.030870816,4,N4S830,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,830,20,Data,IPPROTO_UDP,192,,0.0
5366,52.089964978,4,N4S871,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,871,20,Data,IPPROTO_UDP,192,,0.0
5586,54.087846989,4,N4S914,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,914,20,Data,IPPROTO_UDP,192,,0.0
5830,56.089421913,4,N4S955,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,955,20,Data,IPPROTO_UDP,192,,0.0
6044,58.0554193,4,N4S998,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,998,20,Data,IPPROTO_UDP,192,,0.0
6264,60.029343012,4,N4S1039,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1039,20,Data,IPPROTO_UDP,192,,0.0
6504,62.022778534,4,N4S1081,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1081,20,Data,IPPROTO_UDP,192,,0.0
6719,64.015535913,4,N4S1122,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1122,20,Data,IPPROTO_UDP,192,,0.0
6966,66.016249441,4,N4S1163,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1163,20,Data,IPPROTO_UDP,192,,0.0
7194,68.064281946,4,N4S1204,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1204,20,Data,IPPROTO_UDP,192,,0.0
7408,70.032557033,4,N4S1245,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1245,20,Data,IPPROTO_UDP,192,,0.0
7664,72.094552543,4,N4S1291,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1291,20,Data,IPPROTO_UDP,192,,0.0
7870,74.016128385,4,N4S1332,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1332,20,Data,IPPROTO_UDP,192,,0.0
8112,76.054071197,4,N4S1374,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1374,20,Data,IPPROTO_UDP,192,,0.0
8336,78.065969075,4,N4S1415,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1415,20,Data,IPPROTO_UDP,192,,0.0
8556,80.038448459,4,N4S1457,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1457,20,Data,IPPROTO_UDP,192,,0.0
8808,82.103832316,4,N4S1499,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1499,20,Data,IPPROTO_UDP,192,,0.0
9018,84.066118959,4,N4S1542,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1542,20,Data,IPPROTO_UDP,192,,0.0
9258,86.074065353,4,N4S1585,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1585,20,Data,IPPROTO_UDP,192,,0.0
9478,88.037682427,4,N4S1627,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1627,20,Data,IPPROTO_UDP,192,,0.0
9698,90.038726817,4,N4S1671,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1671,20,Data,IPPROTO_UDP,192,,0.0
9942,92.069182698,4,N4S1714,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1714,20,Data,IPPROTO_UDP,192,,0.0
10162,94.055682686,4,N4S1756,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1756,20,Data,IPPROTO_UDP,192,,0.0
10406,96.056965963,4,N4S1800,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1800,20,Data,IPPROTO_UDP,192,,0.0
10632,98.088000176,4,N4S1844,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1844,20,Data,IPPROTO_UDP,192,,0.0
10846,100.097079776,4,N4S1887,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1887,20,Data,IPPROTO_UDP,192,,0.0
11086,102.09494164,4,N4S1932,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1932,20,Data,IPPROTO_UDP,192,,0.0
11312,104.094996765,4,N4S1974,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,1974,20,Data,IPPROTO_UDP,192,,0.0
11556,106.085748398,4,N4S2018,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2018,20,Data,IPPROTO_UDP,192,,0.0
11770,108.082621339,4,N4S2060,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2060,20,Data,IPPROTO_UDP,192,,0.0
11990,110.055430476,4,N4S2107,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2107,20,Data,IPPROTO_UDP,192,,0.0
12240,112.073527051,4,N4S2152,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2152,20,Data,IPPROTO_UDP,192,,0.0
12454,114.058024105,4,N4S2195,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2195,20,Data,IPPROTO_UDP,192,,0.0
12698,116.028441031,4,N4S2248,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2248,20,Data,IPPROTO_UDP,192,,0.0
12916,118.040014172,4,N4S2293,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2293,20,Data,IPPROTO_UDP,192,,0.0
13142,120.085543588,4,N4S2339,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2339,20,Data,IPPROTO_UDP,192,,0.0
13390,122.085532371,4,N4S2383,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2383,20,Data,IPPROTO_UDP,192,,0.0
13598,124.019857923,4,N4S2435,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2435,20,Data,IPPROTO_UDP,192,,0.0
13854,126.101594605,4,N4S2484,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2484,20,Data,IPPROTO_UDP,192,,0.0
14066,128.048993072,4,N4S2534,190.0.1.4,255.255.255.255,56,NetworkSendToLower,0,2534,20,Data,IPPROTO_UDP,192,,0.0
